note_text,icd_code
Retained wood fragments ,Z18.33
Other retained organic fragments ,Z18.39
Retained glass fragments ,Z18.81
Retained stone or crystalline fragments ,Z18.83
Other specified retained foreign body fragments ,Z18.89
Retained foreign body fragments unspecified material ,Z18.9
Twin pregnancy unspecified number of placenta and unspecified number of amniotic sacs unspecified trimester ,O30.009
Twin pregnancy monochorionic/monoamniotic unspecified trimester ,O30.019
Twin pregnancy monochorionic/diamniotic unspecified trimester ,O30.039
Twin pregnancy dichorionic/diamniotic unspecified trimester ,O30.049
Twin pregnancy unable to determine number of placenta and number of amniotic sacs unspecified trimester ,O30.099
Triplet pregnancy unspecified number of placenta and unspecified number of amniotic sacs unspecified trimester ,O30.109
Triplet pregnancy with two or more monochorionic fetuses unspecified trimester ,O30.119
Triplet pregnancy with two or more monoamniotic fetuses unspecified trimester ,O30.129
Triplet pregnancy unable to determine number of placenta and number of amniotic sacs unspecified trimester ,O30.199
Quadruplet pregnancy unspecified number of placenta and unspecified number of amniotic sacs unspecified trimester ,O30.209
Quadruplet pregnancy with two or more monochorionic fetuses unspecified trimester ,O30.219
Quadruplet pregnancy with two or more monoamniotic fetuses unspecified trimester ,O30.229
Quadruplet pregnancy unable to determine number of placenta and number of amniotic sacs unspecified trimester ,O30.299
Other specified multiple gestation unspecified number of placenta and unspecified number of amniotic sacs unspecified trimester ,O30.809
Other specified multiple gestation with two or more monochorionic fetuses unspecified trimester ,O30.819
Other specified multiple gestation with two or more monoamniotic fetuses unspecified trimester ,O30.829
Other specified multiple gestation unable to determine number of placenta and number of amniotic sacs unspecified trimester ,O30.899
Malignant neoplasm of retroperitoneum ,C48.0
Malignant neoplasm of specified parts of peritoneum ,C48.1
Malignant neoplasm of peritoneum unspecified ,C48.2
Malignant neoplasm of intestinal tract part unspecified ,C26.0
Malignant neoplasm of spleen ,C26.1
Malignant neoplasm of ill-defined sites within the digestive system ,C26.9
Malignant neoplasm of ill-defined sites within the digestive system ,C26.9
Malignant neoplasm of nasal cavity ,C30.0
Malignant neoplasm of middle ear ,C30.1
Malignant neoplasm of maxillary sinus ,C31.0
Malignant neoplasm of ethmoidal sinus ,C31.1
Malignant neoplasm of frontal sinus ,C31.2
Malignant neoplasm of sphenoid sinus ,C31.3
Malignant neoplasm of overlapping sites of accessory sinuses ,C31.8
Malignant neoplasm of accessory sinus unspecified ,C31.9
Malignant neoplasm of glottis ,C32.0
Malignant neoplasm of supraglottis ,C32.1
Malignant neoplasm of subglottis ,C32.2
Malignant neoplasm of laryngeal cartilage ,C32.3
Malignant neoplasm of overlapping sites of larynx ,C32.8
Malignant neoplasm of larynx unspecified ,C32.9
Malignant neoplasm of trachea ,C33
Malignant neoplasm of unspecified main bronchus ,C34.00
Malignant neoplasm of upper lobe unspecified bronchus or lung ,C34.10
Malignant neoplasm of middle lobe bronchus or lung ,C34.2
Malignant neoplasm of lower lobe unspecified bronchus or lung ,C34.30
Malignant neoplasm of overlapping sites of unspecified bronchus and lung ,C34.80
Malignant neoplasm of unspecified part of unspecified bronchus or lung ,C34.90
Malignant neoplasm of pleura ,C38.4
Malignant neoplasm of pleura ,C38.4
Malignant neoplasm of pleura ,C38.4
Malignant neoplasm of pleura ,C38.4
Malignant neoplasm of thymus ,C37
Malignant neoplasm of heart ,C38.0
Malignant neoplasm of anterior mediastinum ,C38.1
Malignant neoplasm of posterior mediastinum ,C38.2
Malignant neoplasm of overlapping sites of heart mediastinum and pleura ,C38.8
Malignant neoplasm of mediastinum part unspecified ,C38.3
Malignant neoplasm of upper respiratory tract part unspecified ,C39.0
Malignant neoplasm of lower respiratory tract part unspecified ,C39.9
Malignant neoplasm of lower respiratory tract part unspecified ,C39.9
Malignant neoplasm of bones of skull and face ,C41.0
Malignant neoplasm of mandible ,C41.1
Malignant neoplasm of vertebral column ,C41.2
Malignant neoplasm of ribs sternum and clavicle ,C41.3
Malignant neoplasm of scapula and long bones of unspecified upper limb ,C40.00
Malignant neoplasm of short bones of unspecified upper limb ,C40.10
Malignant neoplasm of pelvic bones sacrum and coccyx ,C41.4
Malignant neoplasm of long bones of unspecified lower limb ,C40.20
Malignant neoplasm of short bones of unspecified lower limb ,C40.30
Malignant neoplasm of bone and articular cartilage unspecified ,C41.9
Malignant neoplasm of connective and soft tissue of head face and neck ,C49.0
Malignant neoplasm of connective and soft tissue of unspecified upper limb including shoulder ,C49.10
Malignant neoplasm of connective and soft tissue of unspecified lower limb including hip ,C49.20
Malignant neoplasm of connective and soft tissue of thorax ,C49.3
Malignant neoplasm of connective and soft tissue of abdomen ,C49.4
Malignant neoplasm of connective and soft tissue of pelvis ,C49.5
Malignant neoplasm of connective and soft tissue of trunk unspecified ,C49.6
Malignant neoplasm of overlapping sites of connective and soft tissue ,C49.8
Malignant neoplasm of connective and soft tissue unspecified ,C49.9
Malignant melanoma of lip ,C43.0
Malignant melanoma of unspecified eyelid including canthus ,C43.10
Malignant melanoma of unspecified ear and external auricular canal ,C43.20
Malignant melanoma of unspecified part of face ,C43.30
Malignant melanoma of scalp and neck ,C43.4
Malignant melanoma of other part of trunk ,C43.59
Malignant melanoma of unspecified upper limb including shoulder ,C43.60
Malignant melanoma of unspecified lower limb including hip ,C43.70
Malignant melanoma of overlapping sites of skin ,C43.8
Malignant melanoma of skin unspecified ,C43.9
Unspecified malignant neoplasm of skin of lip ,C44.00
Basal cell carcinoma of skin of lip ,C44.01
Squamous cell carcinoma of skin of lip ,C44.02
Other specified malignant neoplasm of skin of lip ,C44.09
Unspecified malignant neoplasm of skin of unspecified eyelid including canthus ,C44.101
Basal cell carcinoma of skin of unspecified eyelid including canthus ,C44.111
Squamous cell carcinoma of skin of unspecified eyelid including canthus ,C44.121
Other specified malignant neoplasm of skin of unspecified eyelid including canthus ,C44.191
Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal ,C44.201
Basal cell carcinoma of skin of unspecified ear and external auricular canal ,C44.211
Squamous cell carcinoma of skin of unspecified ear and external auricular canal ,C44.221
Other specified malignant neoplasm of skin of unspecified ear and external auricular canal ,C44.291
Unspecified malignant neoplasm of skin of unspecified part of face ,C44.300
Basal cell carcinoma of skin of unspecified parts of face ,C44.310
Squamous cell carcinoma of skin of unspecified parts of face ,C44.320
Other specified malignant neoplasm of skin of nose ,C44.391
Unspecified malignant neoplasm of skin of scalp and neck ,C44.40
Basal cell carcinoma of skin of scalp and neck ,C44.41
Squamous cell carcinoma of skin of scalp and neck ,C44.42
Other specified malignant neoplasm of skin of scalp and neck ,C44.49
Unspecified malignant neoplasm of anal skin ,C44.500
Basal cell carcinoma of anal skin ,C44.510
Squamous cell carcinoma of anal skin ,C44.520
Other specified malignant neoplasm of anal skin ,C44.590
Unspecified malignant neoplasm of skin of unspecified upper limb including shoulder ,C44.601
Basal cell carcinoma of skin of unspecified upper limb including shoulder ,C44.611
Squamous cell carcinoma of skin of unspecified upper limb including shoulder ,C44.621
Other specified malignant neoplasm of skin of unspecified upper limb including shoulder ,C44.691
Unspecified malignant neoplasm of skin of unspecified lower limb including hip ,C44.701
Basal cell carcinoma of skin of unspecified lower limb including hip ,C44.711
Squamous cell carcinoma of skin of unspecified lower limb including hip ,C44.721
Other specified malignant neoplasm of skin of unspecified lower limb including hip ,C44.791
Unspecified malignant neoplasm of overlapping sites of skin ,C44.80
Basal cell carcinoma of overlapping sites of skin ,C44.81
Squamous cell carcinoma of overlapping sites of skin ,C44.82
Other specified malignant neoplasm of overlapping sites of skin ,C44.89
Unspecified malignant neoplasm of skin unspecified ,C44.90
Basal cell carcinoma of skin unspecified ,C44.91
Squamous cell carcinoma of skin unspecified ,C44.92
Other specified malignant neoplasm of skin unspecified ,C44.99
Malignant neoplasm of nipple and areola unspecified female breast ,C50.019
Malignant neoplasm of central portion of unspecified female breast ,C50.119
Malignant neoplasm of upper-inner quadrant of unspecified female breast ,C50.219
Malignant neoplasm of lower-inner quadrant of unspecified female breast ,C50.319
Malignant neoplasm of upper-outer quadrant of unspecified female breast ,C50.419
Malignant neoplasm of lower-outer quadrant of unspecified female breast ,C50.519
Malignant neoplasm of axillary tail of unspecified female breast ,C50.619
Malignant neoplasm of overlapping sites of unspecified female breast ,C50.819
Malignant neoplasm of unspecified site of unspecified female breast ,C50.919
Malignant neoplasm of nipple and areola unspecified male breast ,C50.029
Malignant neoplasm of unspecified site of unspecified male breast ,C50.929
Kaposi's sarcoma of skin ,C46.0
Kaposi's sarcoma of soft tissue ,C46.1
Kaposi's sarcoma of palate ,C46.2
Kaposi's sarcoma of gastrointestinal sites ,C46.4
